,Density,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2
WD23MI04c,,0.6328891319882659,0.26917607835090984,60.89402589812877,7.137462538801773,28.239248612338514,8.195534444951218,345.08363033654155,15.344681892972277
WD23MI04d,,0.6328891319882659,0.26917607835090984,60.89402589812877,7.137462538801773,28.239248612338514,8.195534444951218,345.08363033654155,15.344681892972277
WD32MI02a,,0.6554025116706714,0.3494440278090883,62.50077633604804,7.255745544848841,31.036548060022156,8.335214943475322,316.5720292688644,17.191011332590175
WD32MI02b,,0.6554025116706714,0.3494440278090883,62.50077633604804,7.255745544848841,31.036548060022156,8.335214943475322,316.5720292688644,17.191011332590175
WD32MI02c,,0.6554025116706714,0.3494440278090883,62.50077633604804,7.255745544848841,31.036548060022156,8.335214943475322,316.5720292688644,17.191011332590175
WD32MI04a,,0.6552404325147811,0.3210989863036465,62.48920895885377,7.254891169575683,31.016409638352513,8.334213436414148,326.6403382403173,16.554097452352394
WD32MI04b,,0.6552404325147811,0.3210989863036465,62.48920895885377,7.254891169575683,31.016409638352513,8.334213436414148,326.6403382403173,16.554097452352394
WD32MI04c,,0.6552404325147811,0.3210989863036465,62.48920895885377,7.254891169575683,31.016409638352513,8.334213436414148,326.6403382403173,16.554097452352394
WD33MI05a,,0.6321629849711173,0.2676088274208581,60.84220173604132,7.133660833084021,28.149024457695305,8.191009821167881,345.64032617332583,15.307211302545175
WD33MI05b,,0.6321629849711173,0.2676088274208581,60.84220173604132,7.133660833084021,28.149024457695305,8.191009821167881,345.64032617332583,15.307211302545175
WD33MI05c,,0.6321629849711173,0.2676088274208581,60.84220173604132,7.133660833084021,28.149024457695305,8.191009821167881,345.64032617332583,15.307211302545175
WD71AMI01a,,0.7178194199816146,0.3217493260916597,66.95538937846707,7.587635246460048,38.79188224828589,8.716755485340572,326.4093341008142,16.56888176448719
WD71AMI01b,,0.7178194199816146,0.3217493260916597,66.95538937846707,7.587635246460048,38.79188224828589,8.716755485340572,326.4093341008142,16.56888176448719
WD71AMI01c,,0.7178194199816146,0.3217493260916597,66.95538937846707,7.587635246460048,38.79188224828589,8.716755485340572,326.4093341008142,16.56888176448719
WD71AMI01d,,0.7178194199816146,0.3217493260916597,66.95538937846707,7.587635246460048,38.79188224828589,8.716755485340572,326.4093341008142,16.56888176448719
