,Density_F,Tau,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
VF74_131-9_MI2_101220_256s_20x25_c,2717.3037750981052,0.6870937113507595,0.9211058860443937,0.29675953709271075,0.7944436514082076,0.27573988213639294
VF74_132-1_101220_256s_40x50_a,2697.697221765816,0.6992883197243983,0.9781221189443765,0.29938676648799933,0.8375213737694711,0.27819387784798505
VF74_132-1_101220_256s_40x50_b,2697.3413812561107,0.6992883197243983,0.9781221189443765,0.29938676648799933,0.8375213737694711,0.27819387784798505
VF74_132-1_101220_256s_40x50_c,2697.22297433629,0.6992883197243983,0.9781221189443765,0.29938676648799933,0.8375213737694711,0.27819387784798505
VF74_132-2_101220_256s_20x25_a,2639.93542106991,0.7387246139234552,1.1625076166883046,0.3077751295523778,0.9768309506261121,0.2861117524618612
VF74_132-2_101220_256s_20x25_b,2639.6896026971112,0.7387246139234552,1.1625076166883046,0.3077751295523778,0.9768309506261121,0.2861117524618612
VF74_132-2_101220_256s_20x25_c,2636.9300697782473,0.7387246139234552,1.1625076166883046,0.3077751295523778,0.9768309506261121,0.2861117524618612
VF74_134D-15_101220_256s_15x25_a,2602.5759034304283,0.7067169689705262,1.012854976496826,0.30097931046159554,0.8637632406617013,0.2796874624026204
VF74_134D-15_101220_256s_15x25_b,2605.0335873746985,0.7067169689705262,1.012854976496826,0.30097931046159554,0.8637632406617013,0.2796874624026204
VF74_134D-15_101220_256s_15x25_c,2604.6898391678337,0.7067169689705262,1.012854976496826,0.30097931046159554,0.8637632406617013,0.2796874624026204
VF74_136-3_101220_256s_20x30_a,2648.27436616581,0.6980682480589402,0.9724176397105206,0.29912464192888844,0.8332114437696636,0.2779484781014324
VF74_136-3_101220_256s_20x30_b,2648.133623944904,0.6980682480589402,0.9724176397105206,0.29912464192888844,0.8332114437696636,0.2779484781014324
VF74_136-3_101220_256s_20x30_c,2648.722479150636,0.6980682480589402,0.9724176397105206,0.29912464192888844,0.8332114437696636,0.2779484781014324
,,,,,,
