,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500,H2O_EXP,H2O_EXP_STD,CO2_EXP,CO2_EXP_STD
STD_D1010_012821_256s_100x100_b,0.9152113923591152,0.09651448176976592,1.2412517642845513,0.09112037396982584,*,0.16769076280694734,0.027819216863803127,224.93091917296016,10.261088020865984,235.4893848956938,13.726202599988353,212.79695838751138,15.166018403277768,0.29811992984676133,0.07174711099292232,0.7443153987299578,0.1905472697781225,14.893235505351171,13.59719761920146,-,-,1.13,0.11,139.0,13.9
STD_D1010_012821_256s_100x100_c,0.8935555554477573,0.09411720713131055,1.2546527582866251,0.09203110410731902,*,0.16381276791295118,0.027195113839645055,205.59314558266843,10.131270361617103,222.87282074958264,13.3250019239107,186.71845880850785,15.172060409076895,0.30177026236061355,0.07224660707928456,0.7262766421080715,0.18551350584650697,14.86704120082027,14.649067771050232,-,-,1.13,0.11,139.0,13.9
STD_D1010_020320_256s_100x100_a,0.9072224796957747,0.09533218889515048,1.197099470433207,0.08785418558083014,*,0.16907281110054403,0.027996858397623985,215.1541558313395,10.20284595591504,241.64987991716433,13.886291326488555,187.3178551123163,14.873771419451577,0.4058056195589248,0.09769386333818592,0.7353233200808525,0.18785985299512298,24.287791676239408,13.525252281573625,-,-,1.13,0.11,139.0,13.9
STD_D1010_020320_256s_100x100_b,0.9169001562353094,0.09687526541863568,1.1959994586394918,0.08777998638346896,*,0.1651507183338384,0.027385256606285116,193.44089115694385,9.560517508702608,217.07342773577682,13.081420219109413,168.64798071143954,13.858379185187365,0.42800594679586895,0.10262231311212291,0.7489993808342217,0.19106627443491592,23.798501502465463,11.630931887812602,-,-,1.13,0.11,139.0,13.9
STD_D1010_020320_256s_100x100_c,0.9227101176761676,0.09757850972952439,1.2028097746155928,0.08825950236993443,*,0.16627344141321307,0.027616414899707963,202.68337287750194,9.943162236026458,225.38155330385175,13.411587560934159,178.76517529456456,14.620939682709405,0.418892625577729,0.10051516514260558,0.7536596300796884,0.19223876735780437,28.349373564703928,14.567269546840171,-,-,1.13,0.11,139.0,13.9
STD_D1010_020520_256s_100x100_a,1.1021509524088682,0.12208609957583515,1.2036644068895601,0.08822916028397376,*,0.1530174514700295,0.025423919329412525,144.02541211265537,8.438755842568781,153.93961735822305,11.533498836338895,133.79758003337722,12.304562226203373,0.23954986510360024,0.06252215999736534,0.9479334900921255,0.24243682115739684,12.476023816165814,15.565144890573572,-,-,1.13,0.11,139.0,13.9
STD_D1010_020520_256s_100x100_b,1.0835500396974929,0.11976575449658643,1.20217251755398,0.08828889447239394,*,0.1530656153739264,0.025435224147621095,141.30468129945203,8.421435599758503,152.0506463180032,11.506081947372367,130.1990816049504,12.262154114371668,0.2861181991628866,0.07553263694872069,0.929105552216078,0.2378064953755918,19.253564016906267,11.953887396326644,-,-,1.13,0.11,139.0,13.9
STD_D1010_020520_256s_100x100_c,1.0297102328158803,0.11304199314167089,1.1900961932506036,0.08732821764393334,*,0.15342977097693059,0.02550439864565698,140.613029971569,8.35939916153728,150.90707824513376,11.390106547545477,129.83478929189454,12.197284858346203,0.3748644146000591,0.09628688442655475,0.8745075895975802,0.22450111903287276,24.41567430888424,13.221168710222509,-,-,1.13,0.11,139.0,13.9
STD_D1010_021220_256s_100x100_a,0.9544587308133371,0.10277530071432377,1.207645705449398,0.08880783789564271,*,0.15622736735204001,0.025876084498534485,203.5945458625854,9.14881184659344,222.51656788565396,12.224723406536373,183.56517895469494,13.522565525414505,0.4710345991916474,0.1161535419486643,0.7956357266556502,0.20330810038139255,15.225936288726821,14.757900416412832,-,-,1.13,0.11,139.0,13.9
STD_D1010_021220_256s_100x100_b,0.967057256860607,0.10446564115573241,1.207720545712778,0.08866087091450443,*,0.15472198969785464,0.025651619212038526,203.5602258346536,9.18950011863693,223.10031197910936,12.53999591697703,182.9678798779992,13.36476577568841,0.4617494860453294,0.11476493096328554,0.8098357722753864,0.2070739144556893,14.697225296121745,15.568585542666789,-,-,1.13,0.11,139.0,13.9
STD_D1010_021220_256s_100x100_c,0.9611429986504461,0.10386120925281495,1.2051053006105148,0.08837426436585596,*,0.1548528575588481,0.025673624659836837,205.5969186574154,8.856866519165006,223.8294608943925,11.998934642958188,186.28692686345298,12.946815590162593,0.46076641078131586,0.11335550652899233,0.803771661960544,0.20527241302621335,22.071740439500786,12.677403906229406,-,-,1.13,0.11,139.0,13.9
STD_D1010_021420_256s_100x100_a,0.7131796656471351,0.07182253148107659,1.1743782726086966,0.08621620520959301,*,0.15993283897649896,0.026545878950048677,178.13544006335093,9.110139025641198,197.5195929438167,12.588678367508502,156.98152886315924,13.066323825080229,0.48465391889001275,0.11794007897118425,0.5497041412670761,0.14044692005752013,43.987082470219015,11.718148985400154,-,-,1.13,0.11,139.0,13.9
STD_D1010_021420_256s_100x100_b,0.7354185873594024,0.07443253600739387,1.186901264007774,0.08719688619178904,*,0.1612557404639917,0.026747089903541844,183.99752423393022,9.373345677232217,202.43870143653385,12.787082027001206,163.76748916052372,13.568092516401235,0.4297305621857662,0.10440788520612844,0.5705879093145658,0.1457442515122401,44.84445466765627,7.685834554034938,-,-,1.13,0.11,139.0,13.9
STD_D1010_021420_256s_100x100_c,0.6891568473375146,0.06865934540704004,1.212681319838477,0.08891020773281995,*,0.16095917343898192,0.026691204664829153,194.3509725293544,9.529370045487164,212.2913676364537,12.88399829496203,174.21911768584846,13.886470219503153,0.5970626749994739,0.1440900920051945,0.5243122817562808,0.13397107251685247,56.29159029191288,11.092976251332868,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_100x100_a,0.8217005067048231,0.08450959367181907,1.1886761749795975,0.0872487513750772,*,0.16882021942247277,0.027971548780245933,198.55224180333073,10.027463095728164,214.47872672389622,13.283017502053639,181.05810175718727,14.8813140389723,0.6460929840111539,0.15503568974842002,0.6496364482822805,0.1660165695596994,49.476428013072955,8.468312395365196,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_100x100_b,0.8069680183942067,0.08268935277340178,1.179274602983742,0.08668399800311981,*,0.1680729714444438,0.02788538494866357,196.07034277883014,9.934864704831808,212.65725785172648,13.209730639080824,177.9124962588288,14.729001780781957,0.641868911267465,0.15451265115450902,0.6356623004289559,0.16232752759100247,48.77595134642493,14.104877907932085,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_100x100_c,0.815425648490022,0.08387048393016547,1.1886195467450644,0.0872898405316833,*,0.16798708686100608,0.027885710486419774,197.59823749329934,10.007331816782436,214.13671356112195,13.26384905119569,179.47310214127074,14.956237911169193,0.6434512900092717,0.1551399422310242,0.6441647402322023,0.16453984343439854,38.36742044328616,14.442666994458769,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_50x50_b,0.8315723255350673,0.08589471274048885,1.195593772506258,0.08780621157358938,*,0.16708395551760818,0.02774887701469403,180.3193840118082,9.292106522636143,198.14025498216174,12.668958996385049,161.0865153981753,13.524279276235113,0.6503443468019187,0.15700120628923286,0.6612325410052133,0.16895212882116276,25.310303625958838,10.214667072976136,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_80x80_a,0.8332584956748353,0.08611247938886514,1.1723603880216429,0.08599048835406943,*,0.16766912951355795,0.027852059250328975,194.70273950118826,9.952062164579083,210.88838124658307,13.240804553963141,177.09652639398377,14.78156562614123,0.6713043549137023,0.16090967133745895,0.662549595999407,0.1694072118135702,37.623019186777505,11.569144807594762,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_80x80_b,0.8172902289042326,0.08378601068505509,1.175255982349722,0.08625488431025854,*,0.1693243838829383,0.028096603194781952,198.12437104600866,9.966341949000952,213.17902004163895,13.25932622548341,181.54357323605637,14.786960767565185,0.6523774688674048,0.15621410384237597,0.6448180583375716,0.16451677649820315,42.24674270467775,12.370054699302173,-,-,1.13,0.11,139.0,13.9
STD_D1010_021720_256s_80x80_c,0.8121453421350959,0.08279675526063535,1.1767851193484786,0.08634650505976822,*,0.17072652068220034,0.028317128547628773,206.90671061347578,10.142358734336526,218.37492470712996,13.49036929864334,193.81492380840075,15.078361084023427,0.6541236617922109,0.1580294305406368,0.6382324167894399,0.16295914383628912,35.000028031415546,12.392381490323928,-,-,1.13,0.11,139.0,13.9
STD_D1010_021920_256s_100x100_a,0.8828464650194365,0.09218054851247644,1.215912374979187,0.08913118881097377,*,0.16849209061889114,0.027949997302159125,197.26463757127536,9.941577058547367,215.3462729948953,13.315258511772159,177.77069247855252,14.680183675681556,0.6852995709591473,0.16372456660559365,0.7111940193206094,0.18158190058597592,44.81715021697285,11.608559056178864,-,-,1.13,0.11,139.0,13.9
STD_D1010_021920_256s_100x100_b,0.872013216751864,0.09099222680959923,1.203685900216406,0.0883721770827621,*,0.16783555630710498,0.027833618025316184,190.59950737277887,9.671361941559194,210.27774539796147,12.957895819261465,169.56206828639628,14.249136235880398,0.6699788546414335,0.16029482341274504,0.7010684150276884,0.17919847132893155,40.098076539964254,11.443126172812072,-,-,1.13,0.11,139.0,13.9
STD_D1010_021920_256s_100x100_c,0.8629611265297976,0.08975970966727842,1.2051022500038098,0.0884837225483935,*,0.1688190702382697,0.028039149546123285,201.74024353899,10.120555187848591,219.22515182178915,13.480464435033205,182.77116684523403,15.017610002402366,0.6522989376175424,0.15606071020657986,0.6909677277058887,0.17638308408151113,34.84641707232865,14.43688913514207,-,-,1.13,0.11,139.0,13.9
STD_D1010_022120_256s_100x100_a,1.0166746551056147,0.1095654886965196,1.1827850902780896,0.08692658400036382,*,0.16719174504713202,0.02774444818161219,181.39398388759082,9.457981769316405,199.87744788181917,12.799803843927533,162.26347388402073,13.928467243680219,0.7105890918986385,0.172263124235999,0.8476696325057038,0.21654532194675846,36.59519417335521,17.11087322284112,-,-,1.13,0.11,139.0,13.9
STD_D1010_022120_256s_100x100_b,1.0083450053245004,0.10842298676846966,1.1913446838539306,0.08739847279000897,*,0.16873464906716712,0.028034887851077765,188.04625920851487,9.654973296577447,205.61985047113154,12.868288960084868,169.73369507112,14.299322723822653,0.7085981589133443,0.17197375189985073,0.8376290894922055,0.21447729110412864,43.304258821374816,16.093976898807604,-,-,1.13,0.11,139.0,13.9
STD_D1010_022120_256s_100x100_c,1.0107740588821994,0.10869854508090433,1.1974608620941871,0.08786206301444852,*,0.1675985714204389,0.027806980825680134,186.86034464746615,9.643998734985665,204.9609557129818,12.870570010117294,168.01069117793264,14.302349109081497,0.6862453869804919,0.16707404230667344,0.8411496091717132,0.21574176003741052,39.98067931273669,15.636573018061974,-,-,1.13,0.11,139.0,13.9
STD_D1010_030920_256s_100x100_a,1.0391701991770685,0.11339557534551029,1.1817157283192925,0.0866244402858909,*,0.1641583444220144,0.027246332793779398,172.6546261365982,9.157481678226327,190.81670559943032,12.356210540511016,153.96415731277412,13.454180876658244,0.15939329776343567,0.03955568634200508,0.8734217251136083,0.2246221075892513,10.374391193304056,14.105136280842324,-,-,1.13,0.11,139.0,13.9
STD_D1010_030920_256s_100x100_b,1.0285720733740231,0.11217973114887408,1.1811762301313538,0.08666568924050927,*,0.16429754488329978,0.027245905201158847,173.66535243513385,9.140874305262605,190.95622642961968,12.287765614392725,155.8054285959421,13.487345997058203,0.17869893205152426,0.04483637220036255,0.862589365703745,0.22245735699124083,9.735157112036818,13.845203784385696,-,-,1.13,0.11,139.0,13.9
STD_D1010_030920_256s_100x100_c,1.0122705052064809,0.11004485281971277,1.1876430818492054,0.08721436709966801,*,0.16426123467665849,0.027303723763813955,173.30901357232239,9.114939257311788,191.30319341613762,12.314723906938005,154.66216062192882,13.387018669721456,0.18509844660535837,0.04527940913505834,0.8461031903966763,0.21764865727400054,9.133726833115778,14.296902462470571,-,-,1.13,0.11,139.0,13.9
STD_D1010_031020_256s_100x100_a,1.0492341027187695,0.113779322444924,1.2330376411220039,0.09052346154862226,*,0.16644384830811415,0.027616082379802415,228.7587592967769,10.511011059920389,245.87303530012758,13.978042648447232,210.74232803903482,15.615905314239235,0.49008350898227376,0.11987782935120948,0.8807213236694584,0.22490773554720306,17.52857955645477,16.21036994879384,-,-,1.13,0.11,139.0,13.9
STD_D1010_031020_256s_100x100_b,1.0421785619990793,0.11272269839332737,1.2273836429023441,0.09010735864594265,*,0.1661515085374021,0.027587652912259883,228.09375311050286,10.43182122655856,246.7993929754371,13.84937670242282,208.48160475318338,15.52935975518873,0.4991854032057496,0.12072616569380575,0.8739560986368505,0.22323542722632805,30.10545835187872,15.11260336474393,-,-,1.13,0.11,139.0,13.9
STD_D1010_031020_256s_100x100_c,1.045197214234507,0.11315920582390677,1.2338156341849447,0.09051600225172948,*,0.16775989110298453,0.027805974108113033,244.92930041142571,10.58806548628018,256.27424508273276,14.217510136030217,232.59309336774322,15.649112459605583,0.4948242088793168,0.11998482600283565,0.8753222951041653,0.22404873075541282,19.44599664439849,15.50352873059166,-,-,1.13,0.11,139.0,13.9
STD_ETF46_020320_256s_15x15_a,3.7636521389797455,0.3829454031335309,3.7636521389797455,0.3829454031335309,-,2.606094614127477,0.6788004062257268,2838.758328104311,154.62689626747257,2914.1004193101176,214.01081704477534,2763.416236898505,15.649112459605583,2.7850533144752148,2.0199140079784224,4.753211343756004,2.8398165882494046,3.5726790856996504,7.355737727232907,*,-,1.13,0.11,139.0,13.9
STD_ETF46_020320_256s_15x15_b,3.7289375131346048,0.3790863559465476,3.7289375131346048,0.3790863559465476,-,2.617112837049646,0.6822486222823191,2832.941201105331,154.08185467969778,2923.2797282550714,211.9431206608519,2742.6026739555905,15.649112459605583,3.2770295096230124,2.3702501190395218,4.4691821681415265,2.6458369195305425,3.282457932778068,6.095683226605865,*,-,1.13,0.11,139.0,13.9
STD_ETF46_020320_256s_15x15_c,3.745673084332267,0.3817993213310813,3.745673084332267,0.3817993213310813,-,2.6036308208810888,0.6785119797048298,2792.0122817576375,152.09002516107626,2877.3001543761047,209.54680548031817,2706.72440913917,15.649112459605583,2.9087662720790095,2.095862758462658,4.247783812496303,2.5481413457752513,2.696343995642413,6.3398555023062855,*,-,1.13,0.11,139.0,13.9
STD_ETF46_020520_256s_15x15_a,3.6082185426857563,0.36755134187886385,3.6082185426857563,0.36755134187886385,-,2.5672617096502974,0.6693125166274897,2771.4969475460503,151.15636549259344,2859.1198093817934,208.2814227987258,2683.8740857103066,15.649112459605583,3.0724744578962913,2.2087905196311826,5.098301857648237,2.9939252275115247,3.018829492518412,6.70554458482354,*,-,1.13,0.11,139.0,13.9
STD_ETF46_020520_256s_15x15_b,3.5895466256573214,0.3655180975103545,3.5895466256573214,0.3655180975103545,-,2.565274917040331,0.6684910000882831,2757.5402806450893,150.13742788096258,2837.3292966775907,207.34969768339633,2677.751264612588,15.649112459605583,3.2813415128776,2.3623641659764107,4.404636263269523,2.58923342161753,2.9229354931164484,5.878012645744505,*,-,1.13,0.11,139.0,13.9
STD_ETF46_020520_256s_15x15_c,3.6456819828239433,0.37104497592549723,3.6456819828239433,0.37104497592549723,-,2.5485345270656534,0.6652642482561487,2772.94886636296,151.137205442899,2865.9078884160144,207.73214984331082,2679.989844309905,15.649112459605583,3.5948395508386133,2.5866726579140447,4.61268515977388,2.718565892776844,4.943633437419283,6.4585149719288815,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021220_256s_15x20_a,3.860459397056756,0.3926992228010766,3.860459397056756,0.3926992228010766,-,2.671373586005287,0.6950556095135888,2962.4273167587894,161.08488386027855,3012.467310565729,225.031177029382,2912.38732295185,15.649112459605583,6.763503559510642,5.006937825833846,2.9804053405717874,1.7694798643890535,10.991128790519118,5.6925447742054125,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021220_256s_15x20_b,3.830300044074459,0.38999998159048516,3.830300044074459,0.38999998159048516,-,2.6700694608092177,0.6966561753418573,2960.7788874685375,161.0242201548279,3035.379596014634,223.18538340898635,2886.1781789224415,15.649112459605583,7.07157087336818,5.158976443743532,2.897019867998287,1.7085023651891826,7.241786674056297,6.944049417596308,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021220_256s_15x20_c,3.8716296578052605,0.3942252917638841,3.8716296578052605,0.3942252917638841,-,2.6711924312900575,0.695739894177528,2963.73126093536,161.07580175190898,3025.12574913425,224.12381659499732,2902.33677273647,15.649112459605583,6.124383065298302,4.4463144392230145,3.229416497355494,1.9497854748592724,8.65137861722314,4.890945864421269,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021420_256s_15x20_a,3.7375188466554135,0.38015554640369237,3.7375188466554135,0.38015554640369237,-,2.6349985910124567,0.6871054116229317,2929.0895217650714,159.35872281979294,3033.056146641022,218.27093614044085,2825.1228968891205,15.649112459605583,5.405518294695392,3.960960932679587,3.875299962266127,2.320897566832827,9.032263308107083,10.244201187687997,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021420_256s_15x20_b,3.747261164935817,0.381357711841577,3.747261164935817,0.381357711841577,-,2.6054927174670106,0.6794801807242581,2833.364522831153,154.0336604258187,2929.423709072503,211.5543556533036,2737.305336589803,15.649112459605583,6.623799714783533,4.849383933774609,4.056181370526561,2.390254233301227,10.074314449885444,4.95652437053518,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021420_256s_15x20_c,3.7864276008079782,0.3847090133950973,3.7864276008079782,0.3847090133950973,-,2.6179317230820773,0.6822671858474882,2839.8942961409502,154.66442787686515,2928.0460901949564,213.0592855022767,2751.7425020869446,15.649112459605583,5.999822673318478,4.364500203665569,3.6522545868660434,2.1641984488010246,5.855010183220992,7.7825342331850225,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021720_256s_15x20_a,3.616237039386997,0.3672430222201198,3.616237039386997,0.3672430222201198,-,2.455831467208531,0.6404544358250913,2748.437053747622,149.85856182885266,2797.768990841835,208.9180232131086,2699.105116653409,15.649112459605583,3.5298358580365607,2.556830955370582,4.384841516430188,2.593089351788318,5.528581533619485,5.748802142489038,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021720_256s_15x20_b,3.754167716547072,0.38132285602892924,3.754167716547072,0.38132285602892924,-,2.5335846749806654,0.659646656089297,2813.963223248338,153.569194894688,2881.9343216924635,212.92562548566323,2745.992124804213,15.649112459605583,4.17103534308321,3.0147928253013148,4.253754365565506,2.51601512471561,4.912813230116819,6.633935036674784,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021720_256s_15x20_c,3.7867132303912374,0.38543659193336544,3.7867132303912374,0.38543659193336544,-,2.5345601003249603,0.6604853463717837,2835.0778109000157,154.7332961988366,2905.964260940669,214.2321421429627,2764.1913608593627,15.649112459605583,4.00769261725801,2.913773652161266,3.90380620654369,2.438476506828218,6.809912985847267,6.066945515096448,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021920_256s_15x20_a,3.681380529190952,0.37428696167514347,3.681380529190952,0.37428696167514347,-,2.4724764006645676,0.6439525311340231,2797.9636283106274,152.76348374266476,2874.9680731770727,211.37094891949815,2720.9591834441817,15.649112459605583,5.77878133885869,4.251899305931817,3.0727698999296416,1.811320257402119,8.70093011268561,4.5415970734912205,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021920_256s_15x20_b,3.695640144784573,0.37579147856244605,3.695640144784573,0.37579147856244605,-,2.472587193030139,0.644430695400566,2827.140664570698,154.19405060755682,2873.7546727425147,215.5407706708388,2780.526656398881,15.649112459605583,5.107996322698363,3.7914039912225315,3.3536350231303125,2.017177749622178,10.446332263089012,5.371643207553874,-,-,1.13,0.11,139.0,13.9
STD_ETF46_021920_256s_15x20_c,3.665346523764361,0.3730681979915397,3.665346523764361,0.3730681979915397,-,2.457863216702491,0.6399670113279212,2819.5713130140603,153.6665303597373,2879.8809519801566,214.0248415443728,2759.2616740479643,15.649112459605583,4.537443427867288,3.2718126683130375,3.7089458883864985,2.1940431464409644,7.701400806682688,5.8464117772897986,-,-,1.13,0.11,139.0,13.9
STD_ETF46_022120_256s_15x20_a,3.782116800642574,0.38536903686812085,3.782116800642574,0.38536903686812085,-,2.660002275790182,0.6930580314514131,2949.6460267207553,160.46588699406627,3055.5967157144787,219.92798875148875,2843.695337727032,15.649112459605583,5.349480761768542,3.8550149996994962,2.903717274840415,1.7156997979651194,9.65954503362648,5.057952081835703,-,-,1.13,0.11,139.0,13.9
STD_ETF46_022120_256s_15x20_b,3.627879060986562,0.3683438045396876,3.627879060986562,0.3683438045396876,-,2.4494333106606216,0.6380966619099985,2822.8528512549497,153.920106967197,2867.8583633545845,215.1511294124931,2777.847339155315,15.649112459605583,4.091199692149242,3.0313980617928236,3.9384666385043268,2.360513085270561,6.0531461569760685,6.5653869656259305,-,-,1.13,0.11,139.0,13.9
STD_ETF46_022120_256s_15x20_c,3.620211961526902,0.36847926926797386,3.620211961526902,0.36847926926797386,-,2.4522863290246475,0.6399102473992353,2828.6522351308085,154.33705220522376,2885.7979094871816,215.0317728008461,2771.5065607744355,15.649112459605583,3.8027244895202026,2.7539539317951864,3.8783257485362235,2.289092345647305,6.066966931935749,5.435115984599548,-,-,1.13,0.11,139.0,13.9
STD_ETFS_15x20_256s_2,3.740243008023685,0.38165634549176114,3.740243008023685,0.38165634549176114,-,2.681041600561926,0.7002699032563238,2870.352261301839,156.44873017691305,2954.8588053651747,216.04830310979997,2785.8457172385033,15.649112459605583,5.370551808705684,3.8853594843334114,2.4432490506069255,1.4311584265449726,6.908768122366034,5.1599282083686235,-,-,,,,
STD_ETFS_15x25_256s,3.877967840380814,0.3945133016772562,3.877967840380814,0.3945133016772562,-,2.7559849721874508,0.7179074547185132,3036.7479676990038,164.85459290979747,3127.7622779528815,227.09950073494915,2945.733657445126,15.649112459605583,6.148968960828703,4.435316365146036,3.0720584159301034,1.8090795505650341,6.157240687435587,9.452169006245953,-,-,,,,
VF74_127-7_101220_256s_15x20_a,5.307461294547346,0.7321313420792495,5.307461294547346,0.7321313420792495,-,2.6125031324351045,0.4906160860004167,1257.7681348880278,147.6356885951848,1210.6507083747474,222.04301072352652,1304.885561401308,15.649112459605583,3.7276721431760915,0.9755773984628695,3.6919500269526644,0.9036761003790243,4.6584239251281305,3.7936144516323,-,*,3.98,0.39,439.0,43.9
VF74_127-7_101220_256s_15x20_b,5.135997847838416,0.7097002698287708,5.135997847838416,0.7097002698287708,-,2.524574315036623,0.4751776996058118,1313.1424443223073,150.73187235936794,1221.9440896497865,230.64998440789725,1404.3407989948282,15.649112459605583,3.1811458520228673,0.7862543804616848,3.4792827369009616,0.8470746497574122,2.87917983428993,4.351494167650877,*,-,3.98,0.39,439.0,43.9
VF74_127-7_101220_256s_15x20_c,5.306877688798643,0.7339660049727742,5.306877688798643,0.7339660049727742,-,2.5808017097617757,0.484362075594889,1318.6986354328765,152.13450149629446,1292.4303023319558,225.41969515330982,1344.9669685337972,15.649112459605583,3.2990975168031236,0.7447351575243062,3.163867246850796,0.770993369290192,3.876894057985172,4.323635275754307,*,-,3.98,0.39,439.0,43.9
VF74_131-1_101220_256s_25x50_a,4.261864106076683,0.4785890790076908,4.261864106076683,0.4785890790076908,-,2.0061791386129415,0.31838439488653125,663.869117919219,65.38558479215199,647.1642229704512,98.20767693394833,680.5740128679869,15.649112459605583,2.1807735853139034,0.41070124144823833,1.745887537780698,0.362498878844379,9.879472527701367,9.78506839800034,-,-,,,,
VF74_131-1_101220_256s_25x50_b,4.2470841067449605,0.4781218483339702,4.2470841067449605,0.4781218483339702,-,2.0000768502960304,0.3177621463340096,660.2455993472571,65.51110471540805,640.9082399992161,98.36131866483477,679.5829586952981,15.649112459605583,2.0771147787748974,0.4088132311279977,1.872888385923946,0.38504867821557254,12.561105646481597,8.440588845457148,-,-,,,,
VF74_131-1_101220_256s_25x50_c,4.283403548739103,0.48163111310034806,4.283403548739103,0.48163111310034806,-,2.0087413056984293,0.3188880912244332,666.969649252635,64.54700433073204,651.0667173147922,96.41305401296586,682.8725811904777,15.649112459605583,2.1583598029805415,0.4133602350077027,1.7579801105417943,0.36106439312820826,9.36757649784895,8.883448408296887,-,-,,,,
VF74_131-9_MI1_101220_256s_15x30_a,5.028883521937227,0.8337932741618843,5.028883521937227,0.8337932741618843,-,2.509572596911336,0.5353079892190947,242.75257157919768,72.62598318514004,94.15139661331357,130.93850578826357,391.3537465450818,15.649112459605583,2.5540601209121023,0.6493227551839015,5.364127082144664,1.4632818763808781,4.465471489052376,7.639112546159012,-,-,,,,
VF74_131-9_MI1_101220_256s_15x30_b,5.079459484306715,0.8426006677855459,5.079459484306715,0.8426006677855459,-,2.508452789577295,0.5348909233556619,234.23416218909648,71.50247443673543,57.68323329627762,131.79090872683736,410.78509108191537,15.649112459605583,2.0979488443486276,0.5396127731551186,5.080297365385159,1.3643520820507407,3.5039712406030428,5.70267215016472,*,-,,,,
VF74_131-9_MI1_101220_256s_15x30_c,5.10649573730182,0.8468748258739937,5.10649573730182,0.8468748258739937,-,2.5247139157047362,0.5388799279151562,214.18615765720511,70.00155229461114,67.70457092303342,127.52981306931711,360.6677443913768,15.649112459605583,2.3453969384442668,0.6070266487067105,5.809201269391592,1.6466707714675204,3.5696861091108687,6.56471637534755,*,-,,,,
VF74_131-9_MI2_101220_256s_20x25_a,2.363536963138915,0.39290411787612634,2.363536963138915,0.39290411787612634,-,1.2994274415946439,0.28250043259461605,631.1662547089721,107.54732834000974,779.0545732953798,138.36985370121684,483.27793612256454,15.649112459605583,1.3269292741220102,0.370272298574319,1.4782618477036982,0.41080415216716043,2.865385280547615,3.4826055255575903,*,*,,,,
VF74_131-9_MI2_101220_256s_20x25_b,2.3770407345414633,0.3951051418486912,2.3770407345414633,0.3951051418486912,-,1.3050024839036807,0.2844252776830958,627.4939196923985,107.63237248028135,783.2293412541761,137.62408521291556,471.7584981306211,15.649112459605583,1.7358142832341208,0.45704225961570444,1.4687808195064478,0.4578373131899909,3.58253703634912,3.9820825545612215,*,*,,,,
VF74_131-9_MI2_101220_256s_20x25_c,2.568393955001048,0.4254552220239453,2.568393955001048,0.4254552220239453,-,1.386919228574022,0.30176016437026587,643.896706090683,108.99523513381753,791.1568168677566,140.7028459321133,496.6365953136095,15.649112459605583,1.3507431274421382,0.35116741950047164,1.5244826896705703,0.4217248702497141,3.0205902958933284,3.5980113469694683,*,*,,,,
VF74_132-1_101220_256s_40x50_a,2.484804636588441,0.21196644191845906,2.484804636588441,0.21196644191845906,-,0.8412354754348543,0.1287665141579746,374.32609957891094,41.075202189581795,360.7743764880817,62.540132788116374,387.87782266974017,15.649112459605583,1.186893668794413,0.2389434962176904,1.4933426814630428,0.33815535862190754,8.38166549631889,10.228144608304305,-,-,,,,
VF74_132-1_101220_256s_40x50_b,2.4979933365506346,0.21359856240510425,2.4979933365506346,0.21359856240510425,-,0.8405786987748739,0.12862813095281253,370.26277376358473,41.00914731484026,358.6950827055546,62.488843969482865,381.8304648216148,15.649112459605583,1.2643837606941994,0.254383323354415,1.4654547159762827,0.33202429949066936,9.539115737607764,10.40856043645541,-,-,,,,
VF74_132-1_101220_256s_40x50_c,2.5023784250574104,0.21362893060748586,2.5023784250574104,0.21362893060748586,-,0.8408005604002907,0.12864021541791057,369.73556944167774,39.455778422251996,357.4479755038912,60.27949349051795,382.0231633794643,15.649112459605583,1.2270662028122283,0.24538151872133548,1.4845498536773671,0.33423761098786614,11.925239679798592,10.007634871900775,-,-,,,,
