,PH_3550_M,PH_3550_STD,H2Ot_3550_MAX,BL_H2Ot_3550_MAX,H2Ot_3550_SAT,PH_1635_BP,PH_1635_STD,H2Om_1635_MAX,BL_H2Om_1635_MAX,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,MAX_1515_ABS,BL_MAX_1515_ABS,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,MAX_1430_ABS,BL_MAX_1430_ABS,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200,STN_P4500,ERR_4500,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD
FR06MI05a,0.800695997,0.000231625,1.059749,0.261924222,-,0.197461934,0.003147469,0.3221528,0.420939046,0.117918124,0.003910904,1521.843206,1.389243873,33.06499386,1.748583942,0.5837179,0.465596187,0.11552807,0.004594156,1425.87176,1.485190595,34.91363259,1.793999349,0.6083847,0.502607491,0.010829212,0.001783823,0.007532987,0.001044713,2.699493424,*,3.217527038,*,0.387710064,0.038786204,-0.348131898,0.408323148,0.64573622,0.021664351,-0.11119535,0.06505723,-0.3,0.016756206,-0.000277592,7.06E-05,0.630377353,0.022450632,0.019694261,0.01673786,0.010910768,0.021853518
FR06MI05b,0.800710856,0.00012775,1.077245,0.265634304,-,0.201948067,0.00315348,0.3328412,0.427090795,0.121603203,0.004051619,1520.922882,1.301653901,33.28656455,1.715668091,0.5979078,0.471747261,0.119758849,0.004601099,1424.215617,1.384987352,34.10070154,1.70700223,0.617278,0.507628331,0.00677661,0.000685683,0.008109878,0.000531782,1.811026959,*,2.75463576,*,0.345813156,0.038197326,-0.366228545,0.401241405,0.629294768,0.021696352,-0.112122139,0.064785331,-0.3,0.01503685,-0.000283415,6.96E-05,0.624506549,0.022157336,0.020516879,0.01648135,0.018804496,0.021515164
FR06MI05c,0.80488958,0.000313523,1.061198,0.262143171,-,0.198112877,0.003114012,0.3178103,0.418694691,0.116950123,0.003881846,1521.83397,1.280787855,32.21089365,1.641083122,0.5847968,0.46393376,0.115343513,0.004361468,1425.975349,1.356045566,34.03842973,1.671307654,0.6040902,0.502073099,0.009872337,0.000427316,0.010392157,0.001156845,3.212971994,*,5.120104207,-,0.368702323,0.036788919,-0.536476612,0.387284994,0.692713143,0.021156993,-0.117453294,0.062488251,-0.3,0.014141121,-0.000310434,6.70E-05,0.637624935,0.021347474,0.024837588,0.016603464,0.008347013,0.021084694
FR06MI06a,0.717915242,0.000153692,0.8577545,0.151847531,-,0.187451487,0.003134642,0.2121743,0.274147445,0.101176846,0.003972805,1516.804747,1.369443174,34.39124578,1.740117776,0.3990155,0.298108484,0.102195149,0.004252587,1419.684521,1.298574789,30.05948762,1.482581112,0.4102236,0.312682308,0.010622344,0.001307119,0.010098732,0.000250176,2.62149709,*,3.691949324,*,0.348230862,0.071070289,0.996575226,0.736150185,0.198321209,0.021548299,-0.040753396,0.097018429,-0.164883002,0.059390627,4.43E-06,0.000124995,0.341332721,0.037691434,-0.090174421,0.017012182,0.047709208,0.018820695
FR06MI06b,0.719707091,0.000292901,0.8824708,0.174121466,-,0.185246706,0.003150699,0.2383614,0.298811457,0.10071487,0.00401754,1515.723105,1.408844628,34.01403989,1.749391018,0.4207993,0.31908925,0.102693763,0.004254394,1420.3261,1.316747609,30.03148692,1.52627961,0.4308972,0.332798917,0.008966451,0.000110619,0.010009243,4.53E-05,3.316166335,*,5.652771093,-,0.250499345,0.073102989,-0.050171345,0.754806378,0.138758541,0.021511489,-0.144484986,0.098695129,-0.056771665,0.06144039,-0.000166032,0.000128325,0.418187521,0.038564914,-0.092667437,0.017074775,0.057927506,0.01831259
FR06MI06c,0.709338945,0.000281605,0.8440574,0.148914645,-,0.187259462,0.003209197,0.1988013,0.257080509,0.100118471,0.004040869,1515.541548,1.414912137,34.54058452,1.77627793,0.378082,0.276513448,0.103408025,0.004337013,1419.089626,1.314529749,30.22736146,1.498878881,0.387408,0.28780833,0.009354321,0.000197829,0.008537682,0.000743707,2.366557975,*,3.400905024,*,0.300722761,0.073265202,0.517697879,0.758555095,0.1957267,0.021632058,-0.101400255,0.09987689,-0.102679022,0.06200904,-4.74E-05,0.000128901,0.340287412,0.038838717,-0.074116398,0.016974299,0.04000189,0.018433615
FR06MI07a,1.055446243,0.001653468,1.237694,0.200206366,-,0.222793556,0.003138566,0.2453839,0.341101062,0.122056483,0.003829271,1520.108112,1.616970501,33.88716074,1.810340792,0.5126143,0.386316065,0.115880485,0.004707664,1427.62889,1.781155496,35.08575543,1.859075274,0.5340555,0.431438118,0.007783732,0.001254457,0.012984264,0.000325058,1.284038151,*,3.792425654,*,0.434785821,0.039110546,-0.52725493,0.409578645,0.582593914,0.021435094,-0.03477781,0.064222354,-0.3,0.020411378,-0.000312628,7.07E-05,0.587641971,0.022283476,-0.082266463,0.01667641,0.099438544,0.021211307
FR06MI07b,1.022429312,0.002668882,1.212747,0.19059781,-,0.223528679,0.003149412,0.1939272,0.250981337,0.125521334,0.003856676,1519.343005,1.502322202,32.55250303,1.61209098,0.4037265,0.27087425,0.11801169,0.004762187,1428.559154,1.782781012,35.77616184,1.783385169,0.401988,0.298544955,0.011364622,0.001635468,0.011838024,0.001400527,2.822395432,*,4.463076668,-,0.568435873,0.05774917,1.039154052,0.598384867,0.384129215,0.021460879,0.153318219,0.082265247,-0.26258372,0.046115677,0.00015585,0.000102066,0.368552951,0.03105397,-0.088552065,0.017009195,0.118935837,0.019750505
FR06MI07c,0.996804211,0.001105675,1.235733,0.207103245,-,0.228020852,0.003172556,0.2373363,0.303884374,0.129442216,0.003892273,1516.050522,1.531521653,33.54525789,1.663727984,0.4649106,0.331020988,0.116481638,0.004706976,1425.606988,1.807085291,33.7814822,1.765154762,0.4731669,0.365248608,0.013599466,0.000367675,0.009884454,0.000896467,2.617572814,*,3.921594635,*,0.577900413,0.048855453,1.254247121,0.509387365,0.39316113,0.021103329,0.205432876,0.073615609,-0.3,0.034885128,0.000101612,8.71E-05,0.426581938,0.02688762,-0.095265302,0.016640185,0.144351564,0.019156638
FR06MI08a,1.306898016,0.004846208,1.506457,0.21675117,-,0.279523262,0.003129725,0.2567443,0.371372953,0.185593319,0.003903946,1514.952385,0.957481913,32.489425,1.074420839,0.6035318,0.409673797,0.18556949,0.004538626,1424.566685,0.981324109,33.03498036,1.157555618,0.6008103,0.430549209,0.007303675,0.0001272,0.002689352,0.000148159,4.782284881,-,1.776139346,*,0.63855893,0.043628851,1.153953302,0.45595023,0.568187547,0.021243399,-0.201102854,0.068926262,-0.3,0.027137338,3.56E-05,7.84E-05,0.518905594,0.024461263,-0.054039159,0.016347111,0.130089091,0.018516329
FR06MI08b,1.28848821,0.005616067,1.49243,0.206482481,-,0.278330391,0.003157559,0.2334509,0.331865219,0.181911416,0.003925213,1515.259627,0.949326503,32.74112527,1.075702816,0.5520741,0.362557283,0.179763782,0.00456728,1424.484035,0.973454229,32.50917337,1.174503471,0.53948,0.376002873,0.008290894,0.000648097,0.003461016,3.23E-05,5.347780505,-,4.301674194,-,0.658580868,0.05169174,1.697840546,0.538335537,0.467850044,0.021133385,-0.158665961,0.076709643,-0.295808161,0.038759203,0.000199113,9.19E-05,0.425857688,0.028255892,-0.072359347,0.016688951,0.124987375,0.018278277
FR06MI08c,1.295633027,0.005870748,1.48909,0.217722881,-,0.278053903,0.003120912,0.2495615,0.354601682,0.18341834,0.003922998,1515.736422,0.937744456,32.05440499,1.03947005,0.5801951,0.386713801,0.18297502,0.004565783,1424.761391,0.979284217,33.60439843,1.18149385,0.5665725,0.401104742,0.011199387,0.000467266,0.003088634,0.000114943,3.170419447,*,2.544312208,*,0.66243948,0.04763395,1.615820324,0.497495746,0.534468913,0.021329254,-0.173033481,0.072906715,-0.3,0.03264964,0.000173023,8.53E-05,0.458176767,0.026440931,-0.059043386,0.016559134,0.126955389,0.018281484
