Wavenumber,Absorbance
883.275,2.249695
885.2036,2.415416
887.1321,2.655503
889.0607,2.946526
890.9893,6
892.9178,4.033885
894.8463,3.481813
896.7749,6
898.7034,2.831754
900.632,2.929622
902.5605,3.267557
904.4891,3.167763
906.4176,2.695274
908.3462,2.359739
910.2747,3.450298
912.2032,3.529744
914.1318,2.249305
916.0604,2.150571
917.9889,2.334598
919.9175,2.320863
921.846,2.413113
923.7745,2.487351
925.7031,2.397513
927.6317,3.009709
929.5602,6
931.4888,3.3206
933.4173,6
935.3458,6
937.2744,3.927567
939.2029,4.11001
941.1315,3.150671
943.0601,6
944.9886,6
946.9171,2.899248
948.8457,6
950.7742,3.457586
952.7028,2.675423
954.6313,2.767831
956.5599,2.914795
958.4884,6
960.417,4.880559
962.3455,6
964.274,6
966.2026,6
968.1312,6
970.0597,6
971.9883,6
973.9168,3.738503
975.8453,2.853946
977.7739,4.726328
979.7025,6
981.631,6
983.5596,6
985.4881,6
987.4166,6
989.3452,3.442422
991.2737,2.781083
993.2023,2.716887
995.1309,2.793633
997.0594,3.335606
998.9879,6
1000.917,6
1002.845,6
1004.774,3.212358
1006.702,6
1008.631,3.550053
1010.559,2.912166
1012.488,2.781686
1014.416,3.073394
1016.345,6
1018.273,6
1020.202,3.186841
1022.13,3.102438
1024.059,3.464061
1025.988,3.313156
1027.916,3.230252
1029.845,6
1031.773,6
1033.702,3.33702
1035.63,6
1037.559,6
1039.487,3.578936
1041.416,3.041203
1043.344,3.091535
1045.273,3.795352
1047.202,3.567889
1049.13,6
1051.059,6
1052.987,3.054152
1054.916,3.192124
1056.844,3.121574
1058.773,3.100349
1060.701,3.088754
1062.63,2.800978
1064.559,2.731725
1066.487,2.778607
1068.416,2.77049
1070.344,2.725393
1072.273,2.636827
1074.201,2.648085
1076.13,2.739456
1078.058,2.717812
1079.987,2.623953
1081.916,2.740087
1083.844,2.752386
1085.773,2.855959
1087.701,2.802574
1089.63,2.646652
1091.558,2.616892
1093.487,2.745777
1095.415,2.784215
1097.344,2.812265
1099.272,2.688186
1101.201,2.564281
1103.13,2.671725
1105.058,2.713921
1106.987,2.73885
1108.915,2.896006
1110.844,2.858456
1112.772,2.770663
1114.701,2.779251
1116.629,2.748136
1118.558,2.632749
1120.486,2.608467
1122.415,2.580074
1124.344,2.509621
1126.272,2.592102
1128.201,2.97223
1130.129,2.926112
1132.058,2.67566
1133.986,2.579947
1135.915,2.648361
1137.843,2.609204
1139.772,2.556809
1141.7,2.622118
1143.629,2.560853
1145.558,2.483073
1147.486,2.494952
1149.415,2.477453
1151.343,2.460642
1153.272,2.632585
1155.2,2.640321
1157.129,2.479251
1159.057,2.547557
1160.986,2.64704
1162.915,2.48472
1164.843,2.446071
1166.772,2.531163
1168.7,2.515217
1170.629,2.485773
1172.557,2.506261
1174.486,2.522334
1176.414,2.5408
1178.343,2.461206
1180.271,2.433437
1182.2,2.553519
1184.129,2.544372
1186.057,2.51657
1187.986,2.519962
1189.914,2.550652
1191.843,2.579252
1193.771,2.554333
1195.7,2.538313
1197.628,2.535723
1199.557,2.483972
1201.485,2.431974
1203.414,2.455021
1205.343,2.52252
1207.271,2.538768
1209.2,2.487844
1211.128,2.433856
1213.057,2.455469
1214.985,2.451434
1216.914,2.36237
1218.842,2.354625
1220.771,2.457269
1222.699,2.539652
1224.628,2.570821
1226.557,2.500799
1228.485,2.429625
1230.414,2.386586
1232.342,2.346098
1234.271,2.282094
1236.199,2.215711
1238.128,2.165684
1240.056,2.13834
1241.985,2.073944
1243.914,2.01781
1245.842,1.980346
1247.771,1.928033
1249.699,1.866345
1251.628,1.814869
1253.556,1.775212
1255.485,1.734167
1257.413,1.69406
1259.342,1.663175
1261.271,1.623612
1263.199,1.599789
1265.128,1.577847
1267.056,1.543941
1268.985,1.521462
1270.913,1.504814
1272.842,1.489171
1274.77,1.471012
1276.699,1.451905
1278.627,1.427931
1280.556,1.420732
1282.484,1.408513
1284.413,1.385312
1286.342,1.365734
1288.27,1.343743
1290.199,1.321529
1292.127,1.304211
1294.056,1.291628
1295.984,1.273977
1297.913,1.254059
1299.841,1.234113
1301.77,1.215746
1303.698,1.198594
1305.627,1.178724
1307.556,1.161702
1309.484,1.146992
1311.413,1.131323
1313.341,1.115048
1315.27,1.100397
1317.198,1.084353
1319.127,1.068048
1321.055,1.054865
1322.984,1.042202
1324.913,1.029956
1326.841,1.01795
1328.77,1.0063
1330.698,0.9951825
1332.627,0.9841614
1334.555,0.9735377
1336.484,0.9641023
1338.412,0.9547979
1340.341,0.9447407
1342.27,0.9358469
1344.198,0.9284725
1346.127,0.9213006
1348.055,0.9149879
1349.984,0.9095663
1351.912,0.9046207
1353.841,0.8996195
1355.769,0.8966346
1357.698,0.8922822
1359.626,0.8872234
1361.555,0.8842997
1363.484,0.8822371
1365.412,0.8786092
1367.341,0.876322
1369.269,0.8743581
1371.198,0.8734955
1373.126,0.8728601
1375.055,0.8723936
1376.983,0.8734954
1378.912,0.8734667
1380.84,0.8720737
1382.769,0.871304
1384.698,0.871967
1386.626,0.8736805
1388.555,0.8745076
1390.483,0.8756234
1392.412,0.8753896
1394.34,0.8773193
1396.269,0.8787753
1398.197,0.8789894
1400.126,0.8796405
1402.054,0.8800657
1403.983,0.8817809
1405.912,0.8845448
1407.84,0.8853354
1409.769,0.8859048
1411.697,0.8875755
1413.626,0.8890433
1415.554,0.890465
1417.483,0.8920894
1419.411,0.8936439
1421.34,0.8938175
1423.269,0.8924968
1425.197,0.8919616
1427.126,0.8930542
1429.054,0.892221
1430.983,0.8900489
1432.911,0.8887828
1434.84,0.8877149
1436.768,0.8859109
1438.697,0.8862048
1440.625,0.8869838
1442.554,0.8830712
1444.483,0.8780469
1446.411,0.8762327
1448.34,0.873656
1450.268,0.8695623
1452.197,0.8657131
1454.125,0.8622769
1456.054,0.8594397
1457.982,0.8551885
1459.911,0.8511255
1461.839,0.8486599
1463.768,0.8460338
1465.697,0.8432097
1467.625,0.8417365
1469.554,0.8395147
1471.482,0.8388754
1473.411,0.837439
1475.339,0.8366798
1477.268,0.8376092
1479.196,0.8373069
1481.125,0.8371333
1483.053,0.8384442
1484.982,0.8403358
1486.911,0.8425538
1488.839,0.8445883
1490.768,0.8469929
1492.696,0.8503451
1494.625,0.8538223
1496.553,0.8569227
1498.482,0.8615435
1500.41,0.8637433
1502.339,0.8648854
1504.268,0.8662575
1506.196,0.868612
1508.125,0.8702309
1510.053,0.8714098
1511.982,0.8712633
1513.91,0.8704046
1515.839,0.8704508
1517.767,0.8720359
1519.696,0.8722278
1521.625,0.8709115
1523.553,0.87003
1525.482,0.8692119
1527.41,0.8674991
1529.339,0.8662855
1531.267,0.8664297
1533.196,0.8656359
1535.124,0.8641555
1537.053,0.8614746
1538.981,0.8581085
1540.91,0.8565049
1542.839,0.8563187
1544.767,0.8560843
1546.696,0.8540359
1548.624,0.852838
1550.553,0.8513058
1552.481,0.8486614
1554.41,0.8482777
1556.338,0.8493382
1558.267,0.8473355
1560.195,0.846783
1562.124,0.8473009
1564.052,0.8458121
1565.981,0.8452226
1567.91,0.8461071
1569.838,0.8463088
1571.767,0.8455034
1573.695,0.846726
1575.624,0.8507711
1577.552,0.8540822
1579.481,0.8542838
1581.409,0.8576889
1583.338,0.8644927
1585.267,0.8698613
1587.195,0.8753264
1589.124,0.8833171
1591.052,0.8917848
1592.981,0.9002811
1594.909,0.9106239
1596.838,0.9243855
1598.766,0.9381217
1600.695,0.9547232
1602.624,0.9734416
1604.552,0.992134
1606.481,1.014886
1608.409,1.043095
1610.338,1.074325
1612.266,1.105419
1614.195,1.138134
1616.123,1.17064
1618.052,1.205438
1619.98,1.243394
1621.909,1.280191
1623.838,1.315151
1625.766,1.342544
1627.695,1.364445
1629.623,1.384039
1631.552,1.399075
1633.48,1.414165
1635.409,1.422724
1637.337,1.423194
1639.266,1.414035
1641.194,1.395464
1643.123,1.382492
1645.052,1.367412
1646.98,1.347894
1648.909,1.325364
1650.837,1.297334
1652.766,1.269393
1654.694,1.24097
1656.623,1.213978
1658.551,1.186428
1660.48,1.154009
1662.408,1.123364
1664.337,1.09743
1666.266,1.069921
1668.194,1.044164
1670.123,1.019838
1672.051,0.9940891
1673.98,0.9697361
1675.908,0.9492059
1677.837,0.9275077
1679.765,0.9060248
1681.694,0.8888453
1683.623,0.872633
1685.551,0.8562663
1687.48,0.8428351
1689.408,0.8308554
1691.337,0.8198335
1693.265,0.8078227
1695.194,0.7968212
1697.122,0.7885729
1699.051,0.7798942
1700.979,0.7723479
1702.908,0.7655857
1704.837,0.7582742
1706.765,0.7523404
1708.694,0.7466427
1710.622,0.7415361
1712.551,0.7372671
1714.479,0.7328547
1716.408,0.7292127
1718.336,0.7259116
1720.265,0.7223409
1722.193,0.7188605
1724.122,0.7172807
1726.051,0.7150218
1727.979,0.7110602
1729.908,0.7089907
1731.836,0.7078177
1733.765,0.7063333
1735.693,0.7034934
1737.622,0.7009757
1739.55,0.6985357
1741.479,0.697273
1743.407,0.6967992
1745.336,0.6956211
1747.265,0.6942386
1749.193,0.6928521
1751.122,0.6923285
1753.05,0.6915253
1754.979,0.6906764
1756.907,0.6906633
1758.836,0.6887491
1760.764,0.6862785
1762.693,0.6856548
1764.622,0.68545
1766.55,0.6836264
1768.479,0.6817412
1770.407,0.6813115
1772.336,0.6808881
1774.264,0.6794571
1776.193,0.6775552
1778.121,0.6758799
1780.05,0.6750121
1781.979,0.6740862
1783.907,0.6728854
1785.836,0.6715804
1787.764,0.6701983
1789.693,0.6695576
1791.621,0.6686361
1793.55,0.666679
1795.478,0.664865
1797.407,0.6636304
1799.335,0.6627747
1801.264,0.6626623
1803.193,0.6610054
1805.121,0.659148
1807.05,0.6581688
1808.978,0.657537
1810.907,0.6563429
1812.835,0.6540344
1814.764,0.6521414
1816.692,0.6510422
1818.621,0.6497315
1820.549,0.6480712
1822.478,0.6454573
1824.406,0.6439829
1826.335,0.6430138
1828.264,0.6413433
1830.192,0.6405435
1832.121,0.6399065
1834.049,0.6388906
1835.978,0.6369061
1837.906,0.6352612
1839.835,0.6338385
1841.763,0.6318594
1843.692,0.6304301
1845.621,0.6290096
1847.549,0.6276937
1849.478,0.6262633
1851.406,0.6237729
1853.335,0.6222919
1855.263,0.6212073
1857.192,0.620203
1859.12,0.6184918
1861.049,0.6165308
1862.978,0.6158839
1864.906,0.6148376
1866.835,0.6133405
1868.763,0.6120857
1870.692,0.6104137
1872.62,0.6091624
1874.549,0.6078488
1876.477,0.6060286
1878.406,0.6051195
1880.334,0.6035317
1882.263,0.6013522
1884.192,0.5999474
1886.12,0.5985445
1888.049,0.596564
1889.977,0.5949594
1891.906,0.5934619
1893.834,0.5910286
1895.763,0.588926
1897.691,0.5879645
1899.62,0.5872924
1901.548,0.5856417
1903.477,0.5841442
1905.406,0.5831251
1907.334,0.5813969
1909.263,0.5798802
1911.191,0.5784709
1913.12,0.5768715
1915.048,0.5742739
1916.977,0.5716707
1918.905,0.5693768
1920.834,0.567679
1922.762,0.5662463
1924.691,0.5646381
1926.62,0.5626625
1928.548,0.5613154
1930.477,0.5596234
1932.405,0.5572922
1934.334,0.5559003
1936.262,0.5539833
1938.191,0.552111
1940.119,0.5507523
1942.048,0.5493958
1943.976,0.5477012
1945.905,0.5452584
1947.834,0.5435519
1949.762,0.5420049
1951.691,0.540199
1953.619,0.5374718
1955.548,0.5354106
1957.476,0.5340457
1959.405,0.5320453
1961.333,0.5294492
1963.262,0.5277902
1965.191,0.5260337
1967.119,0.5243154
1969.048,0.5231671
1970.976,0.5217532
1972.905,0.5199349
1974.833,0.5183486
1976.762,0.5165597
1978.69,0.514693
1980.619,0.5133642
1982.547,0.5118158
1984.476,0.5095438
1986.405,0.50776
1988.333,0.5064757
1990.262,0.5046355
1992.19,0.5025312
1994.119,0.5009719
1996.047,0.4998631
1997.976,0.4984065
1999.904,0.4969823
2001.833,0.496272
2003.761,0.4954981
2005.69,0.4943403
2007.619,0.4933796
2009.547,0.4925486
2011.476,0.4916631
2013.404,0.4906647
2015.333,0.4900075
2017.261,0.4891587
2019.19,0.4880192
2021.118,0.4869181
2023.047,0.4852464
2024.975,0.4838028
2026.904,0.4835914
2028.833,0.4832377
2030.761,0.4822117
2032.69,0.4813561
2034.618,0.4810857
2036.547,0.4807997
2038.475,0.4805433
2040.404,0.4803219
2042.332,0.4800813
2044.261,0.4800458
2046.19,0.4796141
2048.118,0.4787654
2050.047,0.477689
2051.975,0.4775552
2053.904,0.4777314
2055.832,0.4773016
2057.761,0.4764917
2059.689,0.4759523
2061.618,0.4752473
2063.546,0.4753288
2065.475,0.4757021
2067.404,0.475159
2069.332,0.4744535
2071.261,0.4750989
2073.189,0.4755276
2075.118,0.4751444
2077.046,0.4750432
2078.975,0.4752656
2080.903,0.4747592
2082.832,0.4746773
2084.76,0.4746911
2086.689,0.4743577
2088.618,0.4741283
2090.546,0.474186
2092.475,0.4742067
2094.403,0.4732579
2096.332,0.4729447
2098.26,0.4730464
2100.189,0.4728056
2102.117,0.4729241
2104.046,0.4733307
2105.975,0.4731507
2107.903,0.4733792
2109.832,0.4739569
2111.76,0.4741727
2113.689,0.4737469
2115.617,0.4735308
2117.546,0.4740897
2119.474,0.4742236
2121.403,0.473474
2123.332,0.4732078
2125.26,0.4731436
2127.188,0.4731415
2129.117,0.473102
2131.046,0.4728846
2132.974,0.4732151
2134.903,0.4734827
2136.831,0.4738473
2138.76,0.4739427
2140.688,0.4741176
2142.617,0.4745648
2144.545,0.4746893
2146.474,0.4751055
2148.403,0.4752775
2150.331,0.4757834
2152.26,0.476098
2154.188,0.4759219
2156.117,0.4754097
2158.045,0.4755513
2159.974,0.4761381
2161.902,0.4760958
2163.831,0.4751065
2165.76,0.4747505
2167.688,0.4749332
2169.617,0.4752439
2171.545,0.4761381
2173.474,0.4761469
2175.402,0.4762571
2177.331,0.4769855
2179.259,0.4775736
2181.188,0.4779062
2183.116,0.4781011
2185.045,0.4782633
2186.974,0.478187
2188.902,0.4780667
2190.831,0.4781054
2192.759,0.4783804
2194.688,0.4784149
2196.616,0.4780144
2198.545,0.4779491
2200.473,0.4782599
2202.402,0.4785628
2204.331,0.4788179
2206.259,0.4793463
2208.188,0.4795226
2210.116,0.479661
2212.045,0.4795237
2213.973,0.4797061
2215.902,0.4800714
2217.83,0.4801164
2219.759,0.4800656
2221.688,0.4806269
2223.616,0.4806623
2225.544,0.4807653
2227.473,0.4812223
2229.402,0.4814137
2231.33,0.4810891
2233.259,0.4807139
2235.187,0.4811185
2237.116,0.4815927
2239.044,0.481555
2240.973,0.4817357
2242.901,0.4823535
2244.83,0.4830117
2246.759,0.4834883
2248.687,0.4838659
2250.616,0.4842955
2252.544,0.4843619
2254.473,0.4840534
2256.401,0.4844855
2258.33,0.4846672
2260.258,0.4850018
2262.187,0.4853287
2264.115,0.4851659
2266.044,0.4850523
2267.973,0.4849463
2269.901,0.4851241
2271.83,0.4857328
2273.758,0.4862497
2275.687,0.4863428
2277.615,0.4861832
2279.544,0.4864016
2281.472,0.4874756
2283.401,0.48779
2285.33,0.4870571
2287.258,0.4874634
2289.187,0.4885805
2291.115,0.4885974
2293.044,0.4883838
2294.972,0.488829
2296.901,0.4893928
2298.829,0.4898232
2300.758,0.4903034
2302.687,0.491166
2304.615,0.4924338
2306.543,0.4933013
2308.472,0.4940191
2310.401,0.4954559
2312.329,0.4969129
2314.258,0.4984064
2316.186,0.4989901
2318.115,0.4996738
2320.043,0.5009118
2321.972,0.5020132
2323.9,0.5029919
2325.829,0.5037696
2327.758,0.5044319
2329.686,0.5046871
2331.615,0.5055886
2333.543,0.5060652
2335.472,0.5057936
2337.4,0.5062478
2339.329,0.5081211
2341.257,0.5095032
2343.186,0.5093756
2345.115,0.5084258
2347.043,0.5065552
2348.972,0.504776
2350.9,0.5063052
2352.829,0.5087759
2354.757,0.5094585
2356.686,0.5089626
2358.614,0.5093957
2360.543,0.5100619
2362.471,0.5086391
2364.4,0.5083865
2366.329,0.5078261
2368.257,0.5056627
2370.186,0.5046408
2372.114,0.5040298
2374.043,0.5021691
2375.971,0.49982
2377.9,0.4982123
2379.828,0.4964997
2381.757,0.4947698
2383.686,0.49387
2385.614,0.4935077
2387.542,0.4925455
2389.471,0.4913684
2391.4,0.4906288
2393.328,0.490401
2395.257,0.4896003
2397.185,0.4889923
2399.114,0.4887333
2401.042,0.4880266
2402.971,0.4871897
2404.899,0.4866867
2406.828,0.4863838
2408.757,0.4863186
2410.685,0.4859092
2412.614,0.4850522
2414.542,0.4842309
2416.471,0.4839681
2418.399,0.4835551
2420.328,0.4831377
2422.256,0.4831871
2424.185,0.4830706
2426.114,0.4820091
2428.042,0.4805638
2429.971,0.4797589
2431.899,0.4795611
2433.828,0.4793577
2435.756,0.4787431
2437.685,0.4777545
2439.613,0.4773884
2441.542,0.4773208
2443.47,0.4765283
2445.399,0.4757105
2447.328,0.4758189
2449.256,0.4758168
2451.185,0.4747569
2453.113,0.4742876
2455.042,0.4744632
2456.97,0.4742297
2458.899,0.473428
2460.827,0.4722226
2462.756,0.4714295
2464.685,0.4712527
2466.613,0.4711386
2468.542,0.4706303
2470.47,0.4701476
2472.399,0.4693204
2474.327,0.4686247
2476.256,0.4684068
2478.184,0.4681017
2480.113,0.4674397
2482.042,0.467104
2483.97,0.4672792
2485.898,0.4671544
2487.827,0.4666439
2489.756,0.4663012
2491.684,0.4661458
2493.613,0.466228
2495.541,0.4654999
2497.47,0.4647223
2499.398,0.4643069
2501.327,0.464546
2503.255,0.4643224
2505.184,0.4634395
2507.113,0.4630962
2509.041,0.4632823
2510.97,0.4629124
2512.898,0.462882
2514.827,0.4630432
2516.755,0.4628924
2518.684,0.4627089
2520.612,0.4629145
2522.541,0.4627724
2524.469,0.4628254
2526.398,0.4635539
2528.327,0.4635353
2530.255,0.4635369
2532.184,0.4639359
2534.112,0.4646201
2536.041,0.4651198
2537.969,0.4650401
2539.898,0.4647986
2541.826,0.4652387
2543.755,0.4656666
2545.684,0.4658866
2547.612,0.4662672
2549.541,0.4667397
2551.469,0.4671409
2553.398,0.4677017
2555.326,0.4682783
2557.255,0.4691615
2559.183,0.4700253
2561.112,0.4704903
2563.041,0.470516
2564.969,0.4713653
2566.897,0.4723354
2568.826,0.4728762
2570.755,0.4738432
2572.683,0.4746456
2574.612,0.4752422
2576.54,0.4757423
2578.469,0.476631
2580.397,0.4775083
2582.326,0.4784719
2584.254,0.4792664
2586.183,0.480048
2588.112,0.4811298
2590.04,0.4821259
2591.969,0.4829245
2593.897,0.4842012
2595.826,0.4855704
2597.754,0.486796
2599.683,0.4879747
2601.611,0.4892162
2603.54,0.4902379
2605.469,0.4911922
2607.397,0.4924816
2609.326,0.4942025
2611.254,0.495579
2613.183,0.4962505
2615.111,0.4970525
2617.04,0.4982383
2618.968,0.4995829
2620.897,0.501425
2622.825,0.5034671
2624.754,0.5045083
2626.683,0.5059707
2628.611,0.50787
2630.54,0.5090829
2632.468,0.5102843
2634.397,0.5118406
2636.325,0.5133975
2638.254,0.5152854
2640.182,0.5167761
2642.111,0.5180475
2644.04,0.519717
2645.968,0.5219812
2647.896,0.5241374
2649.825,0.5259437
2651.754,0.5280791
2653.682,0.5293826
2655.611,0.5301615
2657.539,0.5319084
2659.468,0.534734
2661.396,0.5371311
2663.325,0.5391456
2665.253,0.540879
2667.182,0.5427043
2669.111,0.5443214
2671.039,0.5462567
2672.968,0.5478484
2674.896,0.5501322
2676.825,0.5526748
2678.753,0.5552894
2680.682,0.5576645
2682.61,0.5599797
2684.539,0.5614703
2686.468,0.5633569
2688.396,0.56583
2690.325,0.5677378
2692.253,0.5691862
2694.182,0.5707356
2696.11,0.5730179
2698.039,0.5758183
2699.967,0.578342
2701.896,0.5809636
2703.824,0.5843585
2705.753,0.5867411
2707.682,0.5886477
2709.61,0.5910736
2711.539,0.5940066
2713.467,0.5959149
2715.396,0.597795
2717.324,0.6006662
2719.253,0.6033766
2721.181,0.6055063
2723.11,0.6077052
2725.039,0.6101615
2726.967,0.6134741
2728.896,0.6159489
2730.824,0.6180266
2732.753,0.6210401
2734.681,0.6240499
2736.61,0.6275432
2738.538,0.6300967
2740.467,0.6326014
2742.396,0.6358751
2744.324,0.6386725
2746.252,0.6409362
2748.181,0.6436899
2750.11,0.6465558
2752.038,0.6492644
2753.967,0.6528112
2755.895,0.6557464
2757.824,0.6584811
2759.752,0.6618227
2761.681,0.665055
2763.609,0.6679536
2765.538,0.6707861
2767.467,0.6740649
2769.395,0.6770267
2771.324,0.67958
2773.252,0.6833232
2775.181,0.6868425
2777.109,0.6898075
2779.038,0.6924965
2780.966,0.6943174
2782.895,0.6976006
2784.823,0.7018829
2786.752,0.7054867
2788.681,0.7099613
2790.609,0.7139286
2792.538,0.7165301
2794.466,0.7195003
2796.395,0.7226261
2798.323,0.7259755
2800.252,0.7287624
2802.18,0.7331453
2804.109,0.7372753
2806.038,0.740966
2807.966,0.7444331
2809.895,0.7482008
2811.823,0.7526412
2813.752,0.7556885
2815.68,0.7584594
2817.609,0.762696
2819.537,0.7672145
2821.466,0.770764
2823.395,0.7747365
2825.323,0.7778366
2827.251,0.7813247
2829.18,0.7851422
2831.109,0.7879575
2833.037,0.7926353
2834.966,0.7969084
2836.894,0.8013115
2838.823,0.8062998
2840.751,0.8112316
2842.68,0.8143792
2844.608,0.8166825
2846.537,0.8200702
2848.466,0.8265253
2850.394,0.8308756
2852.323,0.8332568
2854.251,0.8382313
2856.18,0.8431665
2858.108,0.8478092
2860.037,0.8507034
2861.965,0.8552698
2863.894,0.8613732
2865.823,0.8672642
2867.751,0.8722282
2869.68,0.8749917
2871.608,0.8782479
2873.537,0.8811302
2875.465,0.8852105
2877.394,0.8912863
2879.322,0.8976125
2881.251,0.902691
2883.179,0.9070609
2885.108,0.9122463
2887.037,0.9168848
2888.965,0.919844
2890.894,0.9225629
2892.822,0.9295214
2894.751,0.9366677
2896.679,0.9402336
2898.608,0.9454247
2900.536,0.9521055
2902.465,0.9574286
2904.394,0.961351
2906.322,0.9661959
2908.25,0.9731821
2910.179,0.9766335
2912.108,0.9784111
2914.036,0.9857342
2915.965,0.9919554
2917.893,0.9961375
2919.822,1.003989
2921.75,1.010419
2923.679,1.013257
2925.607,1.016902
2927.536,1.023231
2929.465,1.03174
2931.393,1.036942
2933.322,1.042162
2935.25,1.048633
2937.179,1.05207
2939.107,1.055543
2941.036,1.059883
2942.964,1.06621
2944.893,1.073752
2946.822,1.083033
2948.75,1.087449
2950.679,1.091242
2952.607,1.098582
2954.536,1.104453
2956.464,1.110696
2958.393,1.117896
2960.321,1.120173
2962.25,1.124278
2964.178,1.132257
2966.107,1.139227
2968.036,1.145517
2969.964,1.149269
2971.893,1.154401
2973.821,1.161142
2975.75,1.168531
2977.678,1.174636
2979.607,1.177729
2981.535,1.184265
2983.464,1.192941
2985.393,1.199834
2987.321,1.209127
2989.25,1.215707
2991.178,1.219489
2993.107,1.227219
2995.035,1.234963
2996.964,1.23738
2998.892,1.245003
3000.821,1.255744
3002.75,1.261055
3004.678,1.265209
3006.606,1.270971
3008.535,1.276741
3010.464,1.28631
3012.392,1.294332
