Repeats,PH_1515_norm,PH_1515_BP_norm,PH_1515_STD_norm,PH_1430_norm,PH_1430_BP_norm,PH_1430_STD_norm,Py_Devol_1430,Py_Devol_1515,H2OT_MEAN,H2OT_STD,CO2_MEAN,CO2_STD,per_analysis_1515,per_analysis_1430,per_repeat_1515,per_repeat_1430,error_prop_1515,error_prop_1430,PH_1515_STD_net,PH_1430_STD_net,per_analysis_h2o,per_analysis_co2,per_repeat_h2o,per_repeat_co2,error_prop_h2o,error_prop_co2,H2OT_STD_net,CO2_STD_net
CI_Ref_bas_4,0.18328417700042163,0.1919271011409161,0.005253167522401072,0.19339292223410687,0.18881419922917272,0.0064135455994672845,0.9763242472783389,1.0471558662724856,1.4248218651004525,0.1539622728256112,1974.260275977068,133.77836269590156,0.027370639639599972,0.033967496224597285,,,0.027370639639599972,0.033967496224597285,0.005253167522401072,0.0064135455994672845,0.10805720813019429,0.06776125940623215,,,0.10805720813019429,0.06776125940623215,0.1539622728256112,133.77836269590156
CI_Ref_bas_5,0.1947526959998349,0.19605142724205382,0.005473829928202288,0.19896306817453943,0.19535971768797689,0.00651632766367782,0.9816879244072739,1.0063649803496464,1.6451501635933148,0.18248075374850178,2039.6848726365577,142.23612830447516,0.02792037785802015,0.0333555337855551,0.09881357304547071,0.09427231561575819,0.10268237296511606,0.09999930562597138,0.020131025772411885,0.019535836116083487,0.11092042403590065,0.06973436446612288,0.01690087035015884,0.09668698909935704,0.11220062338016168,0.119210970336598,0.18458687390914488,243.15281284788435
CI_Ref_bas_6,0.9369813159330391,0.8613778549986959,0.007211256015630497,0.929642434167941,0.8484988434928091,0.008693925737965987,0.9106261064445095,0.9173409243039524,1.6880005157719509,0.22440350312553922,9128.938370963091,768.8788539426332,0.008371768526184615,0.010246243474154678,0.13800161221950744,0.13152680555377458,0.13825531267708782,0.13192530494379037,0.11909006467596392,0.1119384686722423,0.13294042331670483,0.08422434490173007,0.020974122598499376,0.13622408464398392,0.13458480586753305,0.16015848872668872,0.22717922171946367,1462.0769731725284
CI_Ref_bas_7,0.41042631926505224,0.3809365341206813,0.009345183108297593,0.3995714850208394,0.3746456963298286,0.011091442419136495,0.9354690560465148,0.9249036180735419,1.3994679787619404,0.23997402574538756,3993.755315256903,461.59267979857924,0.0245321261450261,0.029605151020797714,0.16707481701102606,0.14902967655572472,0.1688662775466532,0.15194179629472648,0.0643273344984831,0.05692434007444277,0.1714751815598411,0.11557860794205585,0.016554574049499254,0.14939151377814278,0.17227243486100968,0.18888154754434983,0.24108975621133527,754.3466844591966
CI_Ref_bas_8,0.45915580388105254,0.43117632367751774,0.00745111686485628,0.46362402740467296,0.42266155883487616,0.009381332420084586,0.9108509752825492,0.9380059982302226,1.329194873752309,0.18415142803386023,4319.136577028113,386.5934614327632,0.01728090448312525,0.022195849667392274,0.14566141127779772,0.1424724437469395,0.14668291105372375,0.14419102943554538,0.06324619833446093,0.06094400527123312,0.13854358880726186,0.08950711665125632,0.07876247919603685,0.14406202503883211,0.15936704216588132,0.169603629057608,0.2118298554919575,732.5412378594228
CI_Ref_bas_9,0.8502827962122299,0.7936551972251807,0.005161529485650444,0.848983598295019,0.7808796069073424,0.006446133475857304,0.919983939337421,0.9333266243904217,1.4801184127025075,0.2012422625035449,10455.491239863217,862.2845941481177,0.006503491067275129,0.008254964553866482,0.11367185166879658,0.10821461596349372,0.1138577413172904,0.10852901707797791,0.09036378814078773,0.08474809619389163,0.13596362343476437,0.0824719350211419,0.5042961395892778,0.2608049584285899,0.5223032675583781,0.2735339949751584,0.7730706833278397,2859.932288267558
ND70-2,0.2179997296137339,0.22137798110346318,0.008102271515659228,0.19940160407725321,0.21331698996220394,0.009508869433698174,1.06943270207482,1.0154611566540306,3.7993872004952656,0.5994140895557797,1947.1253536042984,205.27366928501337,0.03659926554245949,0.04457624043627739,0.05339588479322281,0.05226654447409145,0.06473505040624117,0.06869376159954403,0.014330914765564595,0.014653546453595965,0.15776599170456848,0.10542396199866329,0.050686632030349524,0.054803501283570366,0.16570830638536507,0.11881765658534887,0.6295900182963039,231.35287159318153
ND70-3,0.2588030101793615,0.2477614262260351,0.004676925756050486,0.22896313843836677,0.23691468489242498,0.005467911310224988,1.0340194781806842,0.9550907996667768,3.4325054289586086,0.429670097806294,2168.8292478133812,149.17769534692462,0.018876730842611808,0.023079663941928223,0.16154317813923386,0.14869913591400258,0.16264233572667558,0.15047957970848852,0.04029649706437476,0.03565082220938111,0.1251768152153082,0.068782591113305,0.25241641428582756,0.16773965391953827,0.2817503882310758,0.18129433619753973,0.9671097372143633,393.19645880813636
ND70-4,0.473708199703491,0.44629484463384334,0.003195287019221242,0.440368519594602,0.42722980167795305,0.003824381758101219,0.9717038336419528,0.9418350678771577,3.861088394954506,0.36011584736769875,3990.9059657749644,190.11697418161202,0.0071595875633355625,0.008951580023399323,0.1472100709975315,0.1406230433930059,0.147384072060638,0.1409076687693986,0.06577675154180561,0.06019995538325286,0.09326796243211673,0.04763754791819421,0.20979006842975714,0.14411772309849802,0.22958829592991217,0.15178687058752346,0.8864607050323647,605.7671273540599
ND70-5,1.8463500941547804,1.724627585095619,0.004514291598948343,1.7430987372580258,1.6520103458866089,0.004941015262936755,0.9477557877724004,0.933940048580058,7.549713214319854,0.653569750942864,15832.201937571788,995.8669681599403,0.0026175457460852663,0.0029909106049120938,0.09531349137747612,0.0937793828488426,0.09534942676438628,0.09382706535833021,0.16444225162091508,0.15500328269614055,0.08656881823050061,0.06290135586235948,0.0819495915874445,0.10345757562695612,0.11920526771571133,0.12107869558237952,0.8999655848898417,1916.9423587980139
ND70-6,1.793499261656881,1.6302070192729186,0.006360387350086077,1.8428428511352068,1.6469658212176574,0.00962427539260807,0.8950580624871046,0.9105286692191972,6.055156835786011,0.8775266152591029,14975.099837066382,1452.83192786229,0.0039015826057004987,0.005843640024959666,0.07582491262707847,0.10429084980551996,0.07592522454186874,0.10445443734901276,0.12377383398802688,0.17203288818834514,0.14492219426471592,0.09701651031843134,0.08321260092964299,0.0922828422601218,0.16711307352800403,0.1338966999218906,1.011895869522304,2005.1164491840302
