fitted_baseline,Sample ID,Repeats,Sub_Repeats,PH_1430,PH_1515,,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Thickness,Sigma_Thickness,,
ND70_degassed_100x100_033123_sp2.CSV,ND70_03-01_30June2022_150x150_sp4,ND70-3,ND70-3-1,0.124916181,0.143899934,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,23.3,3,,
ND70_degassed_06032022_150x150_sp1.CSV,ND70_03_01_06032022_150x150_sp1,ND70-3,ND70-3-1,0.477138263,0.538978056,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,112.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_03_01_06032022_150x150_sp2,ND70-3,ND70-3-1,0.445742164,0.512862021,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,112.3,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70_03_01_06032022_150x150_sp3,ND70-3,ND70-3-1,0.467781615,0.531831336,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,112.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_04_02_06032022_150x150_sp1,ND70-4,ND70-4-2,0.768965086,0.832341343,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,115.2,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70_04_02_06032022_150x150_sp2,ND70-4,ND70-4-2,0.876144604,0.957051591,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,115.2,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_04_02_06032022_150x150_sp3,ND70-4,ND70-4-2,0.89308961,0.973780502,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,115.2,3,,
ND70_degassed_100x100_033123_sp3.CSV,ND70_0503_29June2022_100x60_256s_sp1,ND70-5,ND70-5-3,0.039806981,0.059621215,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,58.5,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70_0503_29June2022_95x80_256s_sp2,ND70-5,ND70-5-3,0.059677104,0.083576015,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,58.5,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_05_02_06032022_150x150_sp1,ND70-5,ND70-5-2,3.024568165,3.167980491,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,151.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_05_02_06032022_150x150_sp2,ND70-5,ND70-5-2,2.100784131,2.181843153,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,151.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_05_02_06032022_150x150_sp3,ND70-5,ND70-5-2,1.709614428,1.793617498,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,151.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_05_03_06032022_150x50_sp1,ND70-5,ND70-5-3,0.076555367,0.112508158,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,58.5,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70_05_03_06032022_200x50_sp2,ND70-5,ND70-5-3,0.081667316,0.115651145,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,58.5,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_05_03_06032022_80x100_sp3,ND70-5,ND70-5-3,0.049146845,0.064108223,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,58.5,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_06_02_75um,ND70-6,ND70-6-2,0.970174595,0.926583218,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,75,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_4-2_150x150_08042022_sp1,ND70-4,ND70-4-2,0.424989917,0.452749606,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,46,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_4-2_150x150_08042022_sp2,ND70-4,ND70-4-2,0.470601059,0.502927987,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,46,3,,
ND70_degassed_06032022_150x150_sp1.CSV,ND70_4_2_150x150_29June2022_256s_sp1,ND70-4,ND70-4-2,0.42156086,0.458242703,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,46.6,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_4_2_150x150_29June2022_256s_sp2,ND70-4,ND70-4-2,0.426015791,0.454666029,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,43.3,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_4_2_150x150_29June2022_256s_sp3,ND70-4,ND70-4-2,0.402861672,0.42791708,,47.54,0.76,15.26,8.54,0,0.16,8.32,12.43,2.22,0.16,0.07,40,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_5_2_29June2022_150x150_256s_sp1,ND70-5,ND70-5-2,1.338497622,1.409324683,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,36.6,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_5_2_29June2022_150x150_sp2,ND70-5,ND70-5-2,1.45593338,1.535004638,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,33.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_5_2_29June2022_150x150_sp3,ND70-5,ND70-5-2,1.400676483,1.481716477,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,43.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_6-2_08042022_150x150_sp1,ND70-6,ND70-6-2,1.264875048,1.208349893,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,25,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_6-2_08042022_150x150_sp2,ND70-6,ND70-6-2,1.346202875,1.281057911,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,25,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_6-2_08042022_150x150_sp3,ND70-6,ND70-6-2,1.352273079,1.283832487,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,25,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_6_2_chip3_100x100_256s_sp1,ND70-6,ND70-6-2,0.983084884,0.924794055,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,25,3,,
ND70_degassed_100x100_033123_sp2.CSV,ND70_6_2_chip3_100x100_256s_sp2,ND70-6,ND70-6-2,0.966439315,0.914307714,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,26.7,3,,
ND70_degassed_100x100_033123_sp2.CSV,ND70_6_2_chip4_100x100_256s_sp1,ND70-6,ND70-6-2,0.59849105,0.561405655,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,13.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_6_2_chip5_100x100_256s_sp1,ND70-6,ND70-6-2,0.989839571,0.937049385,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,24.2,3,,
